star_score,review
2,적어도 5번은 넘게 본 영화... 아직도 앨리가 편지를 들고 차 앞에서 노아와 싸우던 장면을 보면 눈물이 나고 앞으로도 시간 나고 생각날 땐 또 보고 또 볼 영화... 
0,약혼자 붊쌍함 ;;;;퓨ㅠㅠ 
2,"관람객다시봐도 역시 좋네요. 어려서 연애할때 봤을때랑 지금은 또 다른 느낌이에요. 하이틴 스타 느낌은 두 배우도 지금은 멋진 헐리웃 스타가 됐네요. 리멤버 타이탄에서의 어린 라이언 고슬링, 더 페밀리 스톤에서의 어린 레이..."
2,분위기좋고 흐름좋고. 그냥 개인적으로 내 취향이다 
2,제일좋아하는영화. 
0,10년 전에 봤을 땐 10점. 오늘은 1점... 
2,진짜 무슨 약혼남이 불쌍하다 무슨 노아가 여자갖고논다 앨리가 여자갖고 논다 하는데 이영화가 그딴거에 신경쓰는 영화냐 그건 ㄱㅡ냥 아주 미세한 영화에 일부분일 뿐인데 영화평을 그거에 중ㅈㅓㅁ을두고 졸작이라니 말도안됀다...
2,이 명작을 이제야 보다니.. 
0,다음중 제일 불쌍한 사람은?1. 애인있는데 앨리만나서 약혼자ㅈㄲ~ㅅㅅ ㄱ한 노아2. '노아 보러갈건데 아무일 없을거야^^'하고 ㅅㅅ한 앨리3. 웃으면서 보내준 약혼자가 ㅅㅅ하고왔는데 난 널 사랑해라고하...
2,"연애 결혼이 아닌  이런  사랑을  해보는사람이 얼마나 될까...  만약, 이런 사랑을 할 수 있다면 노아의 말대로 성공한 인생이다. "
2,관람객최고의 영화입니다 배경 배우 연기 내용 등등 빠질 거 없이 완벽한 영화라고 말하고 싶습니다 
2,관람객보면서 같이 행복해지는 영화 
2,현실에서는 불가능해 보이지만나에게는 현실로 다가온 이야기사랑해 여보 ♡ 
2,추억이라는 두글짜가 생각나는 아름다운 영화네요. 
0,스포일러가 포함된 감상평입니다. 감상평 보기전남친이랑 자고 와도 받아주고 한결같이 호텔에 전화해서 걱정해주고 스스로 이룬 것도 많고 빠지는거 없는 론이 진짜 벤츠남아니냐 주인공은 뭘했는데 연금으로 집만든거?무슨 유튜버냐 그러면서 여자만날건 다만나고둘이 고작 ...
1,너무나 진부한 내용 그동안 수없이 다루엇던 내용들 식상 졸림 
0,유독 한국에서 흥하는 이유가뭔가?남자가 관람차에 매달려서 데이트신청 요구하고 폭력적찌질남 데이트랍시고 도로변에서 눕고 춤추고 OO떨때 이영화 어디까지 쓰레기인가 싶어봤다.여자는 예쁜 쓰레기로나오고 한남들 감성 건드리...
2,"If you are bird, I am a bird "
2,너무아름답다... 
0,"웬만한 영화, 독립영화도 잘참고 보는 편인데 이건 못보겠네요. 멜로영화 좋아하는데도 말이죠. 초반 놀이동산 관람차에 매달린 남주보고 경악하고 데이트폭력의 전형이구나 불쾌해져서 대사가 들어오지도 않았어요. 저랑은 안맞..."
2,내생에 최고의 영화!! 극장에서 보고 나오면서 레이첼맥아담스 팬이 되서 그 다음부터 레이첼 나오는 영화는 다 챙겨봐요 ^^ 
2,이것이 10년 전 영화라니... 이제서야 이 작품을 접했다. 오래된 영화지만 정말로 작품성이 뛰어난 영화다. 레이첼 맥아담스는 나이를 먹지 않는 배우인 것 같다. 아주 감동적이고 재밌게 본 영화로 기억에 오랫동안 남...
2,그들처럼 사랑하고 싶다.. 
2,관람객예전 영화지만 재개봉으로인해 처음봐요 ! 지루할까 걱정했는데 시간지나가는줄 모르고 너무 감동적이였어요! 
0,20대초반 처음 이 영화를 보고 나도 이런 사랑을 하고 싶다 생각했었다. 하지만 30대가 된 지금 생각해보니 극도로 이기적인 주인공들이 본인의 욕구에만 충실해서 다른 사람들에게 상처를 준게 더 마음에 남는다. 유유상...
1,여주 앨리가 개 OOO 같다. 저런 딸을 둔 부모라면 나도 속 끓일듯 17살부터 노아와 러브씬은 그렇다쳐도 365일 365통을 편지 쓴 노아도 있는데 앨리는 노아집이 어디 있는지도 알면서 한통도 안쓰고 세월지나  부...
0,이게 왜 평점높은지 모르겠음아름다운 로맨스영화이런건줄 알았는데그냥 첫사랑을 가장한 불륜아님? 두번은보고싶지않은영화인듯 
2,"사랑한다는 것이 아름답지만 않을 수 있다. 말다툼도, 싸움도 사랑의 일부라는 것을... 이것도 다 사랑하기 때문이다. "
2,첫사랑이 끝사랑이네 축복받은 사랑인가보다 
2,사랑은 있는 그대로를 사랑해주는 것임을 알게해준 영화. 노아는 소리지르고 짜증내고 때리는 앨리에게 소리를 지르면서도 떠나지 말라고. 우리는  이렇게 사랑해 나가는 것이라고 말한다. 앨리는 자신의 약혼녀 앞에서와 노아...
2,몇번이나 다시 보더라도 잊을수 없는 감동적인 영화 ㅠㅠ 마지막에 간호사의 센스가 나를 더울린다 ㅠㅠ 
2,영화의 전개와 표현 방식이 예술적이고 소재는 다소 자극적이지만 후반의 감동과 영상미가 빛난 영화인것같다. 여주인공이 너무 사랑스럽고 예쁨. 마지막장면이 참 여운이 길다 
2,라라랜드랑 어바웃타임이 인생영화였는데 각각 남주와 여주가 여기나오네.. 
2,평점을 보면서 이 영화가 단지 불륜 영화라고 말 하는 사람은 살면서도 만나고 싶지 않다고 느꼈다 
2,인생영화같고 레이첼 맥아담스가 진짜 너무 예쁘고 매력있는 걸 알려준 영화 
2,안보고 있었는데 울고싶어서 오늘 봤어요 정말 너무 말로 표현이 안되네요 이런 영화를 보여줘서 감사합니다.... 
2,왜 로맨스 영화의 명작이라 불리는지 알 수 있었던 영화였다. 
2,정말 말로 표현할 수 없는 영화 
1,첫사랑에 대한 향수와 평생 자신만을 사랑하는 남자를 꿈꾸는 여자들의 환타지를 충족시키는 영화. 영상미와 남여주인공은 꽤 매력적이지만  미망인과 약혼자를 생각한다면 절대 아름다운 사랑으로 볼 수 없는 이기적인 내로남불...
2,내가 지금하고있는 사랑이 결혼까지 혹은 쭉이어나갈수있도록 믿게해줄수있는 영화 
2,너무 많이 울면서 봐서 뭘 봤는지도 모를 정도 였다. 다른 사람의 사랑을 보고 나의 사랑과 이별에 대해서도 많이 생각할 수 있었던 소중한 작품. 
2,진짜 사랑이 무엇인지 배웠다 
2,1년마다 다시보게 만드는 미친사랑 
2,약혼남 문제만 아니었다면 정말 최고... 나도 모르게 눈물을 계속 흘리고 있었다 그리고 라이언 고슬링과 레이첼 맥아담스의 케미도 넘 좋았다... 
2,사랑하자 사랑하자 사랑하자 
1,죽을 때까지 나만 바라보는 남자에 대한 환상이 있는 여자들과 지금 사랑에 빠져 주변 사람(가족 및 욕구배출 후  팽당한 사람들)이 뵈지 않는 사람들에게는 최고의 영화라 할 수 있겠다. 하긴 가끔 이성을 내려놓고 이기...
2,26년 살면서 이런 명작 영화는 처음 보네요...살아가면서 짝사랑만 해봤지만 첫사랑을 하게 된다면 이 영화처럼 아름답게 사랑하고 싶어요 
2,언제봐도 명작. 너무 에쁜 영화. 사랑이 너무 예쁨. 
2,관람객굿 아주 재밌네요 한번 더 볼래요 
2,인생영화 다음에 또 보고싶은영화 
2,"소문대로...정말 너무나 아름답고, 사랑 영화로서는 최고 같아요!이런 사랑을 꿈꿔 왔는데, 영화로 보니, 정말 감동이고, 슬프도록 아름다웠어요!특히 첫 장면 부터 너무 아름다워 단숨에 매료됐어요!아름다운 배경과 os..."
2,관람객명불허전 아름다운첫사랑의 고전 
1,관람객기대를 너무 많이하고 가서인지 무난합니다. 
2,저는 이걸 5번이상봤습니다. 명작중에 명작!!! 
2,우린 꼭  다시 만날 수 있을거야 
2,노아가 다시 만난 앨리한테 화내면서 고백하는 장면 보면서 나도 사랑하는 사람이 생기면 저렇게 진심을 담아 고백해야겠다고 생각했었음.. 너무나 멋진 장면 
2,정말 미치도록 아름답다. 
2,보는 동안에도 그리워지는 영화. 
2,"한동안 생각이 많이날것같은 영화다. 영화가 끝났는데 북받치는 감정이 주체가 되지않는 영화는 간만이다. 꽤 많이 다시보기를 할것같다.내 옆에있는 나의 노아와 더욱더 사랑하고싶어지는 영화였다.사랑을 하고 있지않던, 이미..."
2,보고 얼마나 울었는지..정말 순수하고 진실한 아름다운 사랑.. 
2,최고의영화 였습니다! 
2,사랑교과서 notebook 
0,"스포일러가 포함된 감상평입니다. 감상평 보기그렇게 감동적인 사랑영화라길래 봤는데 내로남불의 정석.. 실망스럽다. 노년 이야기는 안타깝기도 하고 감동적인 부분도 있지만, 영화 스토리에 꼭 약혼자랑 과부인 분을 넣었어야 할까? 감동적인 로맨스를 만들고 싶었으면 ..."
2,"어릴때, 연애 안해본 사람들이, 이해를 못하는 영화.헤어지고, 다시 만나고, 다른 사람도 만나보고, 다 그런거자나?뭘 노아가 쓰레기니 마니.. 너희는 한사람만 보고 살았니?자신은 깨끗하다고 말할수 있나? 사람이란 다..."
1,"나는 이 영화가 대체 왜 고평가되는지 모르겠다. 주연이 아닌 조연에게 초점을 맞춰 보자. 해몬드와 마사. 만약 당신들의 애인이 ""나 전애인을 사랑해요. 날 보내줘요. 그 사람을 정말 사랑해요. 갈래요.""..."
2,인연은 언젠가 만나게 되어있다. 
2,이 영화를 보고 그 누구와 헤어졌을 때보다 그리고 그 때는 없었던 가슴의 엄청난 통증을 느낀다. 정말 사랑하는 사람이 있다는 건 이런 인연을 만난다는 건 정말 행복한 일이다. 
2,"영화 초반 차도에 누워 노아가 ""넌 그게  문제야 하고싶은 일을 하지 않는 것"" 이라는 대사가  이영화의 시작점을 알리는 대화 였다.그 이후 전해지는 감동... 소름이 너무 돋아 나는 닭이 되었고,, ..."
2,영화보고 펑펑 울었어요 연애말고 진짜 사랑이 해보고 싶어지게 만들어주는 영화같아요!ㅠㅠ 
2,이렇게 까지나 두근거리고 이렇게 까지나 펑펑 운 영화는 평생 이 영화 하나 뿐 일거에요 방금 영화 다보고  울어서 벌개진 눈으로 쓰는 평점이지만 진심 입니다 
2,슬퍼서 눈물나는게아니라 아름다워서 눈물이 납니다... 남자든 여자든 보고나면 무조건 여운이 남는영화 
2,마음이 왜이렇게 아플까... 
2,정말 너무 사랑스럽고 아끼는 영화 
2,제 인생영화!!! 강추염 
2,타이타닉 이후 최고의로맨스 영화다... 
2,예측할만한 이야기로 흘러가지만 저는 과거의 이야기보다는 할머니와 할아버지의 사랑이야기가 너무 감동적이고 아름다운 것 같아요!!ㅠㅠ재미있게 잘봤습니다!! 
2,진짜 감명 깊게 봤는데 말솜씨가 없어서 개쩐다라고 밖에 말 못하겠다. 
2,관람객두 남녀의 감동적인 사랑눅구나의 가슴에 갖고있는 꿈같은 사랑 
2,관람객세번째 보는데  감동은 여전하네요. 영원한 사랑을 그리고 그런 인생을 살수 있을까?최고입니다 
2,관람객잔잔히 재밌었어용 추천합니다 
2,관람객인생영화입니다 영화관 스크린에서 보니 감회가 새롭네요 
2,관람객평생소장하고싶은 영화에요 감동입니다 
2,관람객한번꼭보세요 감동있는영화 
2,내 인생 최고의 로맨스! 
2,봐도 봐도...가슴따듯해지는 명작 
2,"마지막에 한날 한시에 숨을 거두고 새들이 나는 장면이 나오는데 눈물이 왈칵.. If you are a bird, I'm a bird. "
2,10대의 끝자락 수능이 끝난 후 영화관에서 봤던 영화가 12년이 지나 30대 초반이 되어서도 평생 손꼽을 영화가 되었네요. 오랜만에 생각이 나 검색하고 들어와 평점을 달아봅니다. 
2,사랑을 말해주는 그런 영화 
2,최고의멜로영화입니닿ㅎ 
2,관람객개인적으로 너무감동입니다 
2,자신이 원하는 남자와 만나기를 원하는 엄마 때문에 여주가 약혼자를 만난 거고 비참해진 남주가 미망인 만났잖아? 그걸 왜 주인공들이 다 책임져야 하는 건데? 결혼 한 것도 아니고 뭐가 불륜미화인 줄 1도 모르겠다. 너...
0,영화에 비해 너무 평점이 높은 관계로 1점... 
0,약혼남 불쌍합니다... 
0,ocn에서 계속 상영하는걸 돈내고 보라는게 무슨....어느 놈 대가리에서 이런 아이디어 나온거냐? 
1,너무 작위적이예여 신파스럽구여 
2,맨날울어요 
1,전남친은 어찌하란거냐. 영화니까 감동이지. 실제로 일어나면 큰 사고 얼마든지 일어날수있다. 결혼할 여자가 딴 남자한테 간다? 쿨하게 두눈뜨고 보내줄 등sin같은 남자가 있을까? 배신감과 상처는? 이 영화는 제3자에 ...
0,영어 공부한다고 추천해서 보다 바람피고 도망간 그애가 생각나..하..ㅅㅂ 
2,관람객40 중반에 주책맞게 영화를 보면서 눈물을 흘렸네. 
0,어디에서 감동을 느껴야하는지 모르겠는 영화 
0,내로남불 영화 호불호가 극심하게 갈리는듯 
0,최악의 영화남자 여자 바꿔놓으면 사랑 운운 댓글 없이 100퍼 욕만 먹음여자가 자기 선택 책임 안지고찾으러 가는 노력도 안하고결국 첫사랑이랑 바람나고약혼자만 불쌍함 
2,노아 할아버지.. 우는 거 진짜... 너무너무 슬픕니다 이런 사랑 하고 싶어지는 영화랄까 
2,보세요 후회 안해요....극 초반에 어릴적 노아와 앨리의 사랑을 그려낸 장면들이 너무 좋아요....여운 진하네요 
2,관람객좋아하는 영화에요 몇 번 째 보는지 
2,관람객스포일러가 포함된 감상평입니다. 감상평 보기 스토리도 최고지만초반에는 앨리의 연기에빠져있었고부모님의 눈빛과 연기시네마 의 큰 스크린에서는 모든게 담겨보이는 영화였다.약혼자도 얼마나 억울했을까 하지만 그녀를 보내주었다나이들수록 보이는게 많아져 6번째 보는 어제...
2,왜이렇게 눈물이 나는지.. 살면서 이런 사랑 꼭 해보고 죽고싶다 
2,난 아직 널 기다리고있어 
2,이 영화를 보고 부엌에 있는 와이프 얼굴을 보고 달려가서 안아주었다. 별 일 아닌 것 처럼. 
